renner,general,points,mountain,youth,winner,withdrawn
"ROULAND Louis",1380,,,1221,,
"FISHER-BLACK Finn",1380,,,1221,,
"CORT Magnus",1380,,,,,
"PEDERSEN Mads",1380,,,,,
"KRON Andreas",1380,,,,,
"PARET-PEINTRE Valentin",1380,,,1221,,
"ROMELE Alessandro",1389,,,1230,,
"HAYTER Ethan",1389,,,,,
"RENARD-HAQUIN Henri-François",1408,,,1249,,
"ERMAKOV Roman",1408,,,1249,,
"TURNER Ben",1475,,,,,
"VAN AERT Wout",1475,,,,,
"DE SCHUYTENEER Steffen",1475,,,1316,,
"LAPORTE Christophe",1475,,,,,
"OLIVEIRA Ivo",1475,,,,,
"THORNLEY Callum",1475,,,1316,,
"TARLING Joshua",1475,,,1316,,
"ROOSEN Timo",1475,,,,,
"MACÍAS César",1475,,,1316,,
"NOVAK Domen",1475,,,,,
"TILLER Rasmus",1475,,,,,
"GROVES Kaden",1475,,,,,
"GOVEKAR Matevž",1475,,,,,
"BRENNAN Matthew",1475,,,1316,,
"CHAMBERLAIN Oscar",1475,,,1316,,
"COQUARD Bryan",1475,,,,,
"TJØTTA Martin",1475,,,1316,,
"LEKNESSUND Andreas",1475,,,,,
"LE GAC Olivier",1475,,,,,
"MEEUS Jordi",1475,,,,,
"VAN DEN BOSSCHE Fabio",1475,,,,,
"WENZEL Mats",1486,,,1327,,
"RENARD Alexis",1487,,,,,
"COBO Iván",1494,,,,,
"SÜTTERLIN Jasha",1554,,,,,
"MCKENZIE Hamish",1554,,,1395,,
"KLUCKERS Arthur",1554,,,,,
"DE VYLDER Lindsay",1556,,,,,
"BRUSTENGA Marc",1556,,,,,
"SENTJENS Sente",1560,,,1401,,
"MOSCON Gianni",1560,,,,,
"UIJTDEBROEKS Cian",1571,,,1412,,
