"renner","general","points","mountain","youth","winner","withdrawn"
"GLOAG Thomas","164","0","0","162","",""
"WARBASSE Larry","164","0","0","","",""
"ZANA Filippo","164","0","0","","",""
"GAROFOLI Gianmarco","164","0","0","162","",""
"MARTÍ Pau","164","0","0","162","",""
"PARET-PEINTRE Valentin","164","0","0","162","",""
"MARTIN Guillaume","164","0","0","","",""
"HIRT Jan","164","0","0","","",""
"SCOTSON Callum","164","0","0","","",""
"RUIZ Ibon","452","0","0","","",""
"HAYTER Ethan","452","0","0","","",""
"THOMPSON Reuben","452","0","0","450","",""
"KRUIJSWIJK Steven","452","0","0","","",""
"SAMITIER Sergio","452","0","0","","",""
"MACKELLAR Alastair","452","0","0","450","",""
"STEINHAUSER Georg","452","0","0","450","",""
"LAURANCE Axel","452","0","0","450","",""
"DALBY Simon","452","0","0","450","",""
"CAMPRUBÍ Marcel","452","0","0","450","",""
"AZPARREN Xabier Mikel","452","0","0","","",""
"OURSELIN Paul","565","0","0","","",""
"BUCHMANN Emanuel","565","0","0","","",""
"ELOSEGUI Iñigo","565","0","0","","",""
"PAASSCHENS Mathijs","565","0","0","","",""
"DE SCHUYTENEER Steffen","565","0","0","563","",""
"RICCITELLO Matthew","565","0","0","563","",""
"SÜTTERLIN Jasha","565","0","0","","",""
"VALTER Attila","565","0","0","","",""
"ALLENO Clément","565","0","0","","",""
"THALMANN Roland","565","0","0","","",""
"FORTUNATO Lorenzo","565","0","0","","",""
"FEDOROV Yevgeniy","565","0","0","","",""
"WILKSCH Hannes","565","0","0","563","",""
"HAMILTON Chris","565","0","0","","",""
"BRENNER Marco","565","0","0","563","",""
"HOFSTETTER Hugo","565","0","0","","",""
"SCHULTZ Nick","565","0","0","","",""
"WIDAR Jarno","569","0","0","567","",""
"LE GAC Olivier","569","0","0","","",""
"MOLARD Rudy","569","0","0","","",""
"MADOUAS Valentin","569","0","0","","",""
"MOSCA Jacopo","569","0","0","","",""
"BARTA Will","569","0","0","","",""
"ARCAS Jorge","569","0","0","","",""
"AULAR Orluis","569","0","0","","",""
"DÍAZ José Manuel","569","0","0","","",""
"GLIVAR Gal","569","0","0","567","",""
"CASTRILLO Pablo","569","0","0","567","",""
"GOGL Michael","569","0","0","","",""
"KONRAD Patrick","569","0","0","","",""
"TILLER Rasmus","569","0","0","","",""
"TJØTTA Martin","569","0","0","567","",""
"FERNÁNDEZ Sinuhé","569","0","0","","",""
"PICKERING Finlay","569","0","0","567","",""
"CALZONI Walter","569","0","0","567","",""
"DE LA CRUZ David","569","0","0","","",""
"HERRADA Jesús","750","0","0","","",""
"MONIQUET Sylvain","750","0","0","","",""
"FAURA José Luis","750","0","0","","",""
"DE JONG Timo","750","0","0","","",""
"DE PESTEL Sander","750","0","0","","",""
"WANDAHL Frederik","750","0","0","748","",""
"NOVAK Domen","750","0","0","","",""
"ERMAKOV Roman","750","0","0","748","",""
"ROCHAS Rémy","750","0","0","","",""
"BUITRAGO Santiago","750","0","0","","",""
"CHAMBERLAIN Oscar","750","0","0","748","",""
"VANSEVENANT Mauri","750","0","0","","",""
"MACÍAS César","750","0","0","748","",""
"GOVEKAR Matevž","750","0","0","","",""
"RAFFERTY Darren","1175","0","0","1173","",""
"SUNEKÆR NORSGAARD Mathias","1175","0","0","","",""
"HELLEMOSE Asbjørn","1175","0","0","","",""
"RENARD Alexis","1175","0","0","","",""
"ALMEIDA João","1175","0","0","","",""
"BRAET Vito","1175","0","0","","",""
"CRAPS Lars","1175","0","0","1173","",""
"ROULAND Louis","1175","0","0","1173","",""
"DOUBLE Paul","1175","0","0","","",""
"BRUSTENGA Marc","1175","0","0","","",""
"ALBANESE Vincenzo","1175","0","0","","",""
"DAINESE Alberto","1175","0","0","","",""
"SOSA Iván Ramiro","1175","0","0","","",""
"MARTINEZ Juan Guillermo","1175","0","0","1173","",""
"VAN BEKKUM Darren","1175","0","0","1173","",""
"MEEUS Jordi","1175","0","0","","",""
"MOSCON Gianni","1175","0","0","","",""
"THORNLEY Callum","1175","0","0","1173","",""
"ROOSEN Timo","1406","0","0","","",""
